condition,qid,pred_hash,claim_idx,claim,supported
finetuned,E0112,a49916eadfed,2,Financial investments rose to $369bn.,False
finetuned,E0112,a49916eadfed,3,The increase in financial investments was driven mainly by higher trading book positions.,False
finetuned,E0112,a49916eadfed,4,Higher trading book positions notably included debt instruments held as hedges to fair value movements on the related trading book portfolio.,False
finetuned,E0112,a49916eadfed,5,The increase in financial investments was also driven by an increase in debt securities purchased as part of the Group’s net interest hedge.,False
finetuned,E0112,a49916eadfed,6,The rise in financial investments was partly offset by a reduction in cash and balances at central banks.,False
finetuned,E0112,a49916eadfed,7,Cash and balances at central banks fell by $10bn.,False
finetuned,E0117,b8506354b6f8,0,Underlying other income increased by £495 million.,True
finetuned,E0117,b8506354b6f8,1,Underlying other income increased by 10%.,True
finetuned,E0117,b8506354b6f8,2,Underlying other income increased to £5.3 billion.,False
finetuned,E0117,b8506354b6f8,3,The rise was driven by higher income in the Group’s main operating entities.,False
finetuned,E0117,b8506354b6f8,4,Retail Banking rose 17% to £3.8 billion.,False
finetuned,E0117,b8506354b6f8,5,Commercial Banking rose 16% to £1.4 billion.,False
finetuned,E0117,b8506354b6f8,6,These increases were mainly due to favourable yield curve movements on net interest income.,False
finetuned,E0117,b8506354b6f8,7,These increases were mainly due to higher income from the Group’s insurance operations.,False
finetuned,E0128,8f0d44d38ca7,0,Ordinary shareholders' earnings per share increased by 15%.,False
finetuned,E0128,8f0d44d38ca7,1,Ordinary shareholders' earnings per share increased to 49.8 pence.,False
finetuned,E0128,8f0d44d38ca7,2,The earnings per share increase reflected strong profit growth.,False
finetuned,E0128,8f0d44d38ca7,3,The earnings per share increase reflected a higher underlying CET1 ratio.,False
finetuned,E0128,8f0d44d38ca7,4,The increase in earnings per share is partly masked by the distribution of total comprehensive income.,False
finetuned,E0128,8f0d44d38ca7,5,Other comprehensive income reduced retained earnings by £1.6 billion.,False
finetuned,E0128,8f0d44d38ca7,6,Gains on non-controlling interests added £0.7 billion.,False
finetuned,E0128,8f0d44d38ca7,7,The net effect was an overall increase in total equity.,True
finetuned,E0134,5c60080632fa,0,The annual report states that the reported NII and NIM figures were materially affected by hyperinflation in Argentina.,True
finetuned,E0134,5c60080632fa,1,"In the fourth quarter, NII fell by $0.5bn.",False
finetuned,E0134,5c60080632fa,2,"In the fourth quarter, NII fell by 1%.",False
finetuned,E0134,5c60080632fa,3,"In the fourth quarter, NIM declined by 19bps.",False
finetuned,E0134,5c60080632fa,4,The fourth-quarter impact was particularly pronounced because it reflected the full quarter’s effect of the sharp rise in market interest rates.,False
finetuned,E0134,5c60080632fa,5,The fourth-quarter impact was particularly pronounced because it reflected the full impact of the devaluation of the Argentine peso.,False
finetuned,E0134,5c60080632fa,6,The annual report notes that the reported figures included a favourable impact of foreign currency translation differences of $0.4bn.,False
finetuned,E0134,5c60080632fa,7,The favourable foreign currency translation effect masked the underlying pressure on NII and NIM.,True
finetuned,E0165,803499aff6fb,0,The rising UK Bank Rate environment had a mixed effect on net interest income (NIl) and net interest margin (NIM).,True
finetuned,E0165,803499aff6fb,1,Higher market interest rates increased the Group’s funding costs.,False
finetuned,E0165,803499aff6fb,2,Higher funding costs reduced NIl.,True
finetuned,E0165,803499aff6fb,3,The Group benefited from yield curve movements.,False
finetuned,E0165,803499aff6fb,4,The Group benefited from repricing of legacy assets.,False
finetuned,E0165,803499aff6fb,5,Yield curve movements and asset repricing helped to mitigate the impact of higher funding costs.,False
finetuned,E0165,803499aff6fb,6,NIl increased by £1.4 billion.,False
finetuned,E0165,803499aff6fb,7,NIl increased by 18%.,True
finetuned,E0172,83492c903d8e,0,Profit for the year and total comprehensive income move closely together over the three years.,False
finetuned,E0172,83492c903d8e,1,Profit for the year is the dominant driver of total comprehensive income.,True
finetuned,E0172,83492c903d8e,2,"In 2021, profit was £5,987m.",False
finetuned,E0172,83492c903d8e,3,"In 2021, total comprehensive income was £6,041m.",False
finetuned,E0172,83492c903d8e,4,"In 2023, profit rose to £7,391m.",False
finetuned,E0172,83492c903d8e,5,"In 2023, total comprehensive income rose to £7,435m.",False
finetuned,E0172,83492c903d8e,6,The difference between profit and total comprehensive income is mainly due to other comprehensive income items.,True
finetuned,E0172,83492c903d8e,7,"In 2021, other comprehensive income was a gain of £544m.",False
finetuned,E0189,680b99914e14,0,The Retail secured CRD IV model update reduced the Group's CET1 ratio by around 15 basis points.,False
finetuned,E0189,680b99914e14,1,The IFRS 9 transitional relief release added around 10 basis points to the Group's CET1 ratio.,False
finetuned,E0189,680b99914e14,2,Impairment movements were a net negative 14 basis points.,False
finetuned,E0189,680b99914e14,3,The impairment movements partially offset the positive effect of transitional relief.,False
finetuned,E0189,680b99914e14,4,The Group's CET1 ratio fell 68 basis points overall.,False
finetuned,E0189,680b99914e14,5,The Group's CET1 ratio fell to 14.7%.,False
finetuned,E0189,680b99914e14,6,"The 68 basis point fall reflected the combined impact of the updated model, transitional relief, and impairment charges.",False
finetuned,E0201,c7729e6ab4e7,0,Cash and balances at central banks fell by £15.9 billion.,False
finetuned,E0201,c7729e6ab4e7,1,Customer deposits declined by £14.7 billion.,False
finetuned,E0201,c7729e6ab4e7,2,The reduction in customer deposits was largely offset by a reduction in cash held.,False
finetuned,E0201,c7729e6ab4e7,3,The offset suggests a relatively stable liquidity position.,True
finetuned,E0201,c7729e6ab4e7,4,Other financial assets increased by £1.2 billion.,False
finetuned,E0201,c7729e6ab4e7,5,The bank did not simply reduce its cash holdings; it also acquired additional financial assets.,True
finetuned,E0201,c7729e6ab4e7,6,The increase in other financial assets could indicate a deliberate shift in asset allocation.,False
finetuned,E0201,c7729e6ab4e7,7,The increase in other financial assets could indicate a desire to maintain lending capacity while managing cash flow.,False
finetuned,E0228,e9073cb6d72a,0,Derivative assets decreased by $19bn.,False
finetuned,E0228,e9073cb6d72a,1,Derivative assets decreased by 14%.,False
finetuned,E0228,e9073cb6d72a,2,Derivative liabilities decreased by $18bn.,False
finetuned,E0228,e9073cb6d72a,3,Derivative liabilities decreased by 15%.,False
finetuned,E0228,e9073cb6d72a,4,The decrease in derivatives was driven by lower trading book exposures.,False
finetuned,E0228,e9073cb6d72a,5,Lower trading book exposures were notably in HSBC Bank plc.,False
finetuned,E0228,e9073cb6d72a,6,The reduction in HSBC Bank plc reflected reduced volatility in equity markets.,False
finetuned,E0228,e9073cb6d72a,7,The reduction in HSBC Bank plc reflected reduced volatility in interest rate markets.,False
finetuned,E0232,a808c57a46c5,0,Profitability improved significantly.,True
finetuned,E0232,a808c57a46c5,1,Net income rose by £1.4 billion.,False
finetuned,E0232,a808c57a46c5,2,Net income rose by 5%.,False
finetuned,E0232,a808c57a46c5,3,Operating lease depreciation fell sharply from £698 million to £278 million.,False
finetuned,E0232,a808c57a46c5,4,Operating expenses increased by £1.0 billion.,False
finetuned,E0232,a808c57a46c5,5,The increase in operating expenses was partly offset by a £0.5 billion impairment release on operating lease assets.,False
finetuned,E0232,a808c57a46c5,6,The net interest margin improved by 19 basis points.,False
finetuned,E0232,a808c57a46c5,7,The net interest margin improved to 3.08%.,False
finetuned,E0234,68effcd53bcd,0,"Total income rose from £14,985m in 2022 to £16,709m in 2023.",False
finetuned,E0234,68effcd53bcd,1,"The increase in total income was £1,724m.",False
finetuned,E0234,68effcd53bcd,2,The percentage increase in total income was 11.4%.,False
finetuned,E0234,68effcd53bcd,3,The increase in total income was driven by higher net interest income.,False
finetuned,E0234,68effcd53bcd,4,"Net interest income rose by £1,091m.",False
finetuned,E0234,68effcd53bcd,5,Other income increased by £533m.,False
finetuned,E0234,68effcd53bcd,6,Net interest income benefited from higher average interest-earning assets.,False
finetuned,E0234,68effcd53bcd,7,Net interest income benefited from a higher average interest rate environment.,True
finetuned,E0235,8c4ae6333919,0,Assets increased by $198bn.,False
finetuned,E0235,8c4ae6333919,1,Assets increased by 17%.,False
finetuned,E0235,8c4ae6333919,2,"Assets increased from $1,165bn in 2020 to $1,363bn in 2023.",False
finetuned,E0235,8c4ae6333919,3,Cash and balances at central banks rose from $409bn to $499bn.,False
finetuned,E0235,8c4ae6333919,4,Cash and balances at central banks increased by $90bn.,False
finetuned,E0235,8c4ae6333919,5,Loans and advances to customers fell from $707bn to $665bn.,False
finetuned,E0235,8c4ae6333919,6,Loans and advances to customers decreased by $42bn.,False
finetuned,E0235,8c4ae6333919,7,Financial investments declined from $438bn to $399bn.,False
finetuned,E0251,f7fbae1f8908,0,Assets fell by $49bn.,False
finetuned,E0251,f7fbae1f8908,1,Assets fell by 5%.,False
finetuned,E0251,f7fbae1f8908,2,Liabilities fell by $68bn.,False
finetuned,E0251,f7fbae1f8908,3,Liabilities fell by 7%.,False
finetuned,E0251,f7fbae1f8908,4,The largest single item was cash and balances at central banks.,False
finetuned,E0251,f7fbae1f8908,5,Cash and balances at central banks fell by $28bn.,False
finetuned,E0251,f7fbae1f8908,6,Cash and balances at central banks fell by 10%.,False
finetuned,E0251,f7fbae1f8908,7,The fall in cash and balances at central banks was because of higher customer demand for lending.,False
finetuned,E0253,6bde6da9176a,0,Credit quality remained stable overall.,True
finetuned,E0253,6bde6da9176a,1,The impairment charge fell by £159m to £487m.,False
finetuned,E0253,6bde6da9176a,2,Stage 1 charges were down £169m.,False
finetuned,E0253,6bde6da9176a,3,Stage 2 charges were up £10m.,False
finetuned,E0253,6bde6da9176a,4,The loan-to-value ratio increased to 59.1%.,False
finetuned,E0253,6bde6da9176a,5,The underlying impairment coverage ratio rose to 0.25%.,False
finetuned,E0253,6bde6da9176a,6,Post-model adjustments were a net credit of £10m in 2023.,False
finetuned,E0253,6bde6da9176a,7,Post-model adjustments were a net charge of £10m in 2022.,False
finetuned,E0260,daa6c29d6816,0,Risk-weighted assets increased by £4.5 billion.,False
finetuned,E0260,daa6c29d6816,1,Risk-weighted assets increased by 3%.,True
finetuned,E0260,daa6c29d6816,2,Risk-weighted assets increased to £178.9 billion.,False
finetuned,E0260,daa6c29d6816,3,The increase in risk-weighted assets was driven mainly by lending growth.,False
finetuned,E0260,daa6c29d6816,4,Lending growth added £6.1 billion to risk-weighted assets.,False
finetuned,E0260,daa6c29d6816,5,A higher operational and conduct risk exposure added £1.5 billion to risk-weighted assets.,False
finetuned,E0260,daa6c29d6816,6,Optimisation activities reduced risk-weighted assets by £2.1 billion.,False
finetuned,E0260,daa6c29d6816,7,The increase in risk-weighted assets was partly offset by optimisation activities.,True
finetuned,E0269,c38865f2bcbb,0,The Group returned £1.9 billion in dividends in respect of 2022.,False
finetuned,E0269,c38865f2bcbb,1,The 2022 dividend return included a final ordinary dividend of 5.4 pence per share.,False
finetuned,E0269,c38865f2bcbb,2,The 2022 dividend return included an interim ordinary dividend of 2.7 pence per share.,False
finetuned,E0269,c38865f2bcbb,3,The Board proposed a special dividend of 2.0 pence per share.,False
finetuned,E0269,c38865f2bcbb,4,The special dividend of 2.0 pence per share was paid on 16 February 2023.,False
finetuned,E0269,c38865f2bcbb,5,The Board did not propose a special dividend in respect of 2023.,True
finetuned,E0269,c38865f2bcbb,6,The total capital return for 2023 comprises a final ordinary dividend of 6.8 pence per share.,False
finetuned,E0269,c38865f2bcbb,7,The total capital return for 2023 comprises a proposed ordinary share buyback programme of up to £1.0 billion.,False
finetuned,E0273,be86b24fc808,0,The planned disposals are expected to reduce earnings volatility.,False
finetuned,E0273,be86b24fc808,1,The planned disposals are expected to remove the impact of economic and market headwinds.,False
finetuned,E0273,be86b24fc808,2,The planned disposals are expected to reduce the risk and complexity of the business.,False
finetuned,E0273,be86b24fc808,3,The Canada banking business is expected to generate around $1bn of underlying net income in 2024.,False
finetuned,E0273,be86b24fc808,4,The Canada banking business is expected to have a CET1 ratio of around 13% in 2024.,False
finetuned,E0273,be86b24fc808,5,The sale of the Canada banking business is expected to complete by the end of 2024.,False
finetuned,E0273,be86b24fc808,6,The France retail banking business is expected to generate around $0.5bn of underlying net income in 2024.,False
finetuned,E0273,be86b24fc808,7,The France retail banking business is expected to have a CET1 ratio of around 12% in 2024.,False
finetuned,E0282,9e151aedb36a,0,Operating costs fell by £159m.,False
finetuned,E0282,9e151aedb36a,1,Operating costs fell by 4%.,False
finetuned,E0282,9e151aedb36a,2,Remediation costs rose by £178m.,False
finetuned,E0282,9e151aedb36a,3,Remediation costs rose by 16%.,False
finetuned,E0282,9e151aedb36a,4,The cost:income ratio excluding remediation was 53.1%.,False
finetuned,E0282,9e151aedb36a,5,The cost:income ratio excluding remediation was up 1 percentage point.,False
finetuned,E0282,9e151aedb36a,6,The cost:income ratio including remediation was 55.5%.,False
finetuned,E0282,9e151aedb36a,7,The cost:income ratio including remediation was down 1.5 percentage points.,False
finetuned,E0285,782e7db432ab,0,The Group expects to generate around 150 basis points of CET1 capital over 2024.,False
finetuned,E0285,782e7db432ab,1,The expected range for 2024 CET1 capital generation is between 130 and 170 basis points.,False
finetuned,E0285,782e7db432ab,2,The 2024 capital generation is driven by net income growth.,False
finetuned,E0285,782e7db432ab,3,The 2024 capital generation includes the benefit of higher yield curve rates.,False
finetuned,E0285,782e7db432ab,4,The 2024 capital generation includes a modest reduction in risk-weighted assets.,False
finetuned,E0285,782e7db432ab,5,The 2024 expectation is subject to uncertainty.,True
finetuned,E0285,782e7db432ab,6,Uncertainty factors include economic and market conditions.,True
finetuned,E0285,782e7db432ab,7,Uncertainty factors include credit performance.,False
finetuned,E0290,5e3772a7b1ba,0,The decline was driven by several negative factors.,False
finetuned,E0290,5e3772a7b1ba,1,Distribution of profits reduced the ratio by 1.5 percentage points.,False
finetuned,E0290,5e3772a7b1ba,2,Dividends paid reduced the ratio by 0.7 percentage points.,False
finetuned,E0290,5e3772a7b1ba,3,AT1 coupons paid reduced the ratio by 0.2 percentage points.,False
finetuned,E0290,5e3772a7b1ba,4,These negative effects were partially offset by positive factors.,False
finetuned,E0290,5e3772a7b1ba,5,A favourable impact from IFRS 9 transitional relief added 0.6 percentage points.,False
finetuned,E0290,5e3772a7b1ba,6,The conversion of subordinated debt into equity added 0.4 percentage points.,False
finetuned,E0290,5e3772a7b1ba,7,"Overall, the ratio fell from 14.2% to 13.4%.",True
hybrid,E0001,caa0a61dbce2,0,"Total equity rose from £43,911 million at 31 December 2022 to £47,365 million at 31 December 2023.",False
hybrid,E0001,caa0a61dbce2,1,"The increase in total equity was £3,454 million.",False
hybrid,E0001,caa0a61dbce2,2,The increase in total equity was driven by attributable profit.,False
hybrid,E0001,caa0a61dbce2,3,The increase in total equity was driven by movements in the cash flow hedge reserve.,False
hybrid,E0001,caa0a61dbce2,4,The increase in total equity was driven by the issuance of other equity instruments.,False
hybrid,E0001,caa0a61dbce2,5,The increase in total equity was partly offset by market movements impacting pensions.,False
hybrid,E0001,caa0a61dbce2,6,The increase in total equity was partly offset by dividends paid.,True
hybrid,E0001,caa0a61dbce2,7,The increase in total equity was partly offset by the impact of the share buyback programme.,True
hybrid,E0026,15e8edfb3947,0,The pro forma CET1 ratio declined by 0.4 percentage points.,True
hybrid,E0026,15e8edfb3947,1,Positive drivers included strong banking build.,False
hybrid,E0026,15e8edfb3947,2,Positive drivers included the £250m Insurance dividend.,True
hybrid,E0026,15e8edfb3947,3,Positive drivers included other movements totalling +29bps.,False
hybrid,E0026,15e8edfb3947,4,The positive drivers were substantially offset by negative factors.,False
hybrid,E0026,15e8edfb3947,5,Risk-weighted assets increased by 4%.,True
hybrid,E0026,15e8edfb3947,6,The RWA increase included £5bn from Retail secured CRD IV model updates.,True
hybrid,E0026,15e8edfb3947,7,The ordinary dividend used 86bps.,False
hybrid,E0036,c1dde6808c29,0,"Customer accounts grew strongly in Hong Kong by $10 billion, a 3% increase.",True
hybrid,E0036,c1dde6808c29,1,"Customer accounts grew strongly in Singapore by $5 billion, a 15% increase.",True
hybrid,E0036,c1dde6808c29,2,"Customer accounts grew strongly in Australia by $3 billion, a 19% increase.",True
hybrid,E0036,c1dde6808c29,3,"Customer accounts grew strongly in mainland China by $3 billion, a 19% increase.",True
hybrid,E0036,c1dde6808c29,4,"Customer accounts grew strongly in Taiwan by $2 billion, a 34% increase.",True
hybrid,E0036,c1dde6808c29,5,"The largest absolute declines in customer accounts were in HSBC UK, with a $14 billion decrease.",True
hybrid,E0036,c1dde6808c29,6,"The largest absolute declines in customer accounts were in Oman, with a $14 billion decrease.",False
hybrid,E0036,c1dde6808c29,7,Transfers of customers from GBM to CMB in Australia contributed to reductions in GBM and CMB.,True
hybrid,E0051,d7b919e2a80d,0,The Group uses IFRS.,True
hybrid,E0051,d7b919e2a80d,1,The Group is subject to the requirements set out in the PRA Rulebook.,False
hybrid,E0051,d7b919e2a80d,2,The capital ratios are presented under the IFRS and PRA Rulebook frameworks.,False
hybrid,E0051,d7b919e2a80d,3,The leverage ratios are presented under the IFRS and PRA Rulebook frameworks.,True
hybrid,E0051,d7b919e2a80d,4,The capital and leverage ratios are presented on a transitional basis.,True
hybrid,E0058,62738a507913,0,Liquidity remained strong but was under pressure.,True
hybrid,E0058,62738a507913,1,Total assets grew by $89bn.,True
hybrid,E0058,62738a507913,2,Total assets grew by 3%.,False
hybrid,E0058,62738a507913,3,Customer accounts rose by $43bn.,False
hybrid,E0058,62738a507913,4,Customer accounts rose by 3%.,True
hybrid,E0058,62738a507913,5,Loans and advances to customers increased by $15bn.,False
hybrid,E0058,62738a507913,6,Loans and advances to customers increased by 2%.,False
hybrid,E0058,62738a507913,7,Loans and advances to customers had an $18bn favourable foreign currency translation effect.,False
hybrid,E0070,8f407602b700,0,The Group holds two types of debt instruments: those classified as hold-to-collect-and-sell and those classified as hold-to-collect.,True
hybrid,E0070,8f407602b700,1,Unrealised losses on these instruments appear differently in the financial statements.,True
hybrid,E0070,8f407602b700,2,Unrealised losses on these instruments have different reversal characteristics.,True
hybrid,E0070,8f407602b700,3,Hold-to-collect-and-sell instruments are reported within financial investments.,True
hybrid,E0070,8f407602b700,4,Hold-to-collect-and-sell instruments are classified as held-to-collect-and-sell.,True
hybrid,E0070,8f407602b700,5,Unrealised losses on hold-to-collect-and-sell instruments are recognised through 'debt instruments at fair value through other comprehensive income' in equity.,True
hybrid,E0070,8f407602b700,6,"In a rising interest rate environment, the fair value of hold-to-collect-and-sell instruments falls.",True
hybrid,E0070,8f407602b700,7,The falling fair value of hold-to-collect-and-sell instruments generates a cumulative unrealised loss reserve of $3.9bn at 31 December 2023.,True
hybrid,E0073,8918f3f63b79,0,"Operating profit before tax rose 20.4% to £6,178 million.",True
hybrid,E0073,8918f3f63b79,1,"Profit for the year increased 28.8% to £4,632 million.",True
hybrid,E0073,8918f3f63b79,2,The improvement in profit was driven by higher income.,True
hybrid,E0073,8918f3f63b79,3,Higher income came notably from yield curve movements.,True
hybrid,E0073,8918f3f63b79,4,Higher income came notably from lending growth.,False
hybrid,E0073,8918f3f63b79,5,Higher income came notably from markets businesses.,False
hybrid,E0073,8918f3f63b79,6,The improvement was also driven by higher costs.,False
hybrid,E0073,8918f3f63b79,7,"Operating expenses rose 10.3% to £3,612 million.",False
hybrid,E0078,297c47ba9af1,0,The Group's pro forma CET1 ratio fell from 14.1% at 31 December 2022 to 13.7% at 31 December 2023.,True
hybrid,E0078,297c47ba9af1,1,The ordinary dividend reduced the CET1 ratio by 86 basis points.,True
hybrid,E0078,297c47ba9af1,2,The share buyback programme used 98 basis points of capital.,True
hybrid,E0078,297c47ba9af1,3,Variable pension contributions consumed 9 basis points.,True
hybrid,E0078,297c47ba9af1,4,The Tusker acquisition utilised 21 basis points.,True
hybrid,E0078,297c47ba9af1,5,These uses were partially offset by positive drivers such as the £250 million Insurance dividend.,True
hybrid,E0078,297c47ba9af1,6,An impairment credit was a positive driver partially offsetting the capital uses.,False
hybrid,E0078,297c47ba9af1,7,Other movements partially offset the capital uses.,False
hybrid,E0079,d5ff47207a56,0,"Customer accounts grew strongly by $41bn, or 4%, to $1.6tn.",False
hybrid,E0079,d5ff47207a56,1,"Customer loans increased by $15bn, or 2%, to $940bn.",False
hybrid,E0079,d5ff47207a56,2,The growth rates imply a modest loan-to-deposit ratio decline.,False
hybrid,E0079,d5ff47207a56,3,The loan-to-deposit ratio decline is consistent with commentary that customer accounts grew faster than lending.,False
hybrid,E0079,d5ff47207a56,4,The increase in customer accounts was driven by higher average daily balances in Hong Kong.,False
hybrid,E0079,d5ff47207a56,5,The increase in customer accounts was driven by higher average daily balances in mainland China.,False
hybrid,E0079,d5ff47207a56,6,The increase in customer accounts was driven by higher average daily balances in Europe.,False
hybrid,E0079,d5ff47207a56,7,The increase in customer accounts was partly offset by lower balances in the US.,False
hybrid,E0097,822907dfb7d1,0,"The CET1 capital movement in 2023 was £4,394 million.",True
hybrid,E0097,822907dfb7d1,1,"Attributable profit was a key driver of the CET1 capital movement, contributing +£4,394 million.",True
hybrid,E0097,822907dfb7d1,2,"Ordinary interim dividend paid was a key driver, contributing -£491 million.",False
hybrid,E0097,822907dfb7d1,3,"Directed buyback was a key driver, contributing -£1,259 million.",False
hybrid,E0097,822907dfb7d1,4,"Foreseeable ordinary dividends were a key driver, contributing -£1,013 million.",False
hybrid,E0097,822907dfb7d1,5,"Foreseeable charges were a key driver, contributing -£870 million.",False
hybrid,E0097,822907dfb7d1,6,"Foreign exchange reserve was a key driver, contributing -£637 million.",True
hybrid,E0097,822907dfb7d1,7,"FVOCI reserve was a key driver, contributing +£53 million.",True
hybrid,E0112,ffc99706d3db,0,Financial investments increased by $78bn.,True
hybrid,E0112,ffc99706d3db,1,Financial investments increased by 21%.,False
hybrid,E0112,ffc99706d3db,2,The increase in financial investments was mainly in Asia and Europe.,True
hybrid,E0112,ffc99706d3db,3,"The increase in financial investments was from the purchase of debt securities, treasury and other eligible bills.",True
hybrid,E0112,ffc99706d3db,4,The increase was part of redeploying commercial surplus to benefit from higher yield curves.,True
hybrid,E0112,ffc99706d3db,5,The increase was part of enhancing hedging activities on net interest income.,False
hybrid,E0112,ffc99706d3db,6,The increase was across debt instruments held at fair value through other comprehensive income.,False
hybrid,E0112,ffc99706d3db,7,The increase was across instruments held at amortised cost.,False
hybrid,E0117,3472478500c2,0,"Underlying other income increased by £457 million to £5,123 million.",True
hybrid,E0117,3472478500c2,1,"Growth was across Retail, Commercial Banking and Insurance, Pensions and Investments.",True
hybrid,E0117,3472478500c2,2,The rise was driven by higher current account and credit card activity.,False
hybrid,E0117,3472478500c2,3,The rise was driven by improved performance in Lex.,False
hybrid,E0117,3472478500c2,4,The rise was driven by growth from the Tusker acquisition in Retail.,False
hybrid,E0117,3472478500c2,5,"In Commercial Banking, there was 8% growth.",False
hybrid,E0117,3472478500c2,6,Commercial Banking growth was due to improved performance in capital markets financing and trading.,False
hybrid,E0117,3472478500c2,7,"Insurance, Pensions and Investments saw a 26% increase.",False
hybrid,E0128,8469ff6040e6,0,Total comprehensive income for the year was £54 million.,True
hybrid,E0128,8469ff6040e6,1,Total comprehensive income was up from £370 million in 2022.,False
hybrid,E0128,8469ff6040e6,2,"The largest component of total comprehensive income was profit for the year, £4,632 million.",True
hybrid,E0128,8469ff6040e6,3,Profit for the year was partly offset by items that do not qualify for reclassification.,False
hybrid,E0128,8469ff6040e6,4,Items that do not qualify for reclassification included remeasurement of retirement benefit schemes (£280 million loss).,True
hybrid,E0128,8469ff6040e6,5,Items that do not qualify for reclassification included changes in fair value of credit in financial liabilities designated at FVTPL (£39 million loss).,True
hybrid,E0128,8469ff6040e6,6,Items that do not qualify for reclassification included tax (£619 million loss).,False
hybrid,E0128,8469ff6040e6,7,Items that do qualify for reclassification included FVOCI financial assets (£49 million gain).,True
hybrid,E0134,ed0ce81f12b9,0,Hyperinflation in Argentina had a material adverse effect on reported net interest income (NII) in 2023.,True
hybrid,E0134,ed0ce81f12b9,1,Hyperinflation in Argentina had a material adverse effect on reported net interest margin (NIM) in 2023.,True
hybrid,E0134,ed0ce81f12b9,2,"For the year 2023, NII fell by $0.5bn.",False
hybrid,E0134,ed0ce81f12b9,3,"For the year 2023, NII fell by 2bps.",False
hybrid,E0134,ed0ce81f12b9,4,"For the year 2023, NIM declined by 9bps.",False
hybrid,E0134,ed0ce81f12b9,5,"In the fourth quarter of 2023, NIM dropped by 16bps overall.",True
hybrid,E0134,ed0ce81f12b9,6,"In the fourth quarter of 2023, NIM dropped by 9bps excluding hyperinflation.",False
hybrid,E0134,ed0ce81f12b9,7,The fourth-quarter impact was especially pronounced because it reflected the full-year effect of the peso devaluation.,False
hybrid,E0165,166865b7f046,0,The rising UK Bank Rate environment had both positive and negative effects on the Group’s net interest income and net interest margin in 2023.,True
hybrid,E0165,166865b7f046,1,The banking net interest margin increased to 3.11% in 2023 from 2.94% in 2022.,True
hybrid,E0165,166865b7f046,2,The improvement in banking net interest margin was 17 basis points.,True
hybrid,E0165,166865b7f046,3,The increase in banking net interest margin was driven by UK Bank Rate increases.,True
hybrid,E0165,166865b7f046,4,The increase in banking net interest margin was driven by higher structural hedge earnings from the rising rate environment.,True
hybrid,E0165,166865b7f046,5,The Group benefited from higher structural hedge earnings in the rising rate environment.,True
hybrid,E0165,166865b7f046,6,Higher structural hedge earnings contributed to the overall increase in net interest income.,True
hybrid,E0165,166865b7f046,7,The Group experienced deposit mix headwinds.,True
hybrid,E0172,95afd4c45e27,0,Total comprehensive income comprises profit for the year plus other comprehensive income/(losses).,True
hybrid,E0172,95afd4c45e27,1,"In 2023, profit for the year was £4,632m.",True
hybrid,E0172,95afd4c45e27,2,"In 2023, other comprehensive income was £54m.",True
hybrid,E0172,95afd4c45e27,3,"In 2023, total comprehensive income was £4,686m.",True
hybrid,E0172,95afd4c45e27,4,"In 2022, profit for the year was £3,595m.",True
hybrid,E0172,95afd4c45e27,5,"In 2022, other comprehensive income was a loss of £2,970m.",True
hybrid,E0172,95afd4c45e27,6,"In 2022, total comprehensive income was £625m.",True
hybrid,E0172,95afd4c45e27,7,"In 2021, profit for the year was £3,312m.",False
hybrid,E0189,5efb971c526f,0,The Retail secured CRD IV model updates added £5 billion to risk-weighted assets during the year.,True
hybrid,E0189,5efb971c526f,1,A further £2 billion was recognised in the fourth quarter from the Retail secured CRD IV model updates.,True
hybrid,E0189,5efb971c526f,2,The increase in risk-weighted assets was partly offset by optimisation activities such as capital-efficient securitisation.,True
hybrid,E0189,5efb971c526f,3,The IFRS 9 transitional relief ended.,False
hybrid,E0189,5efb971c526f,4,The transitional factor was reduced.,False
hybrid,E0189,5efb971c526f,5,The end of IFRS 9 transitional relief and the reduced transitional factor contributed to the 50 basis point regulatory headwind.,True
hybrid,E0189,5efb971c526f,6,The Group generated 223 basis points of capital before regulatory headwinds.,True
hybrid,E0189,5efb971c526f,7,"After regulatory headwinds, the capital generation was 173 basis points.",True
hybrid,E0201,6fe707da91c7,0,Cash and balances at central banks fell by £40.6 billion.,True
hybrid,E0201,6fe707da91c7,1,Customer deposits fell by £18.9 billion.,True
hybrid,E0201,6fe707da91c7,2,Other financial assets rose by £20.2 billion.,True
hybrid,E0201,6fe707da91c7,3,The decrease in cash and central bank balances was larger than the decline in customer deposits.,False
hybrid,E0201,6fe707da91c7,4,The bank used some of its cash to fund other asset purchases or reduce customer deposit balances.,True
hybrid,E0201,6fe707da91c7,5,Other financial assets grew significantly.,False
hybrid,E0201,6fe707da91c7,6,The bank shifted funds into securities or other financial instruments.,False
hybrid,E0201,6fe707da91c7,7,The overall balance sheet contracted.,True
hybrid,E0228,a40c9812b030,0,"Total assets at 31 Dec for 2023 is 3,038,677",True
hybrid,E0228,a40c9812b030,1,"Total assets at 31 Dec for 2022 is 2,949,286",True
hybrid,E0228,a40c9812b030,2,"Total assets at 31 Dec for 2021 is 2,957,939",False
hybrid,E0228,a40c9812b030,3,"Total assets at 31 Dec for 2020 is 2,984,164",False
hybrid,E0228,a40c9812b030,4,"Total assets at 31 Dec for 2019 is 2,715,152",False
